time_ms,I,II,V1,V2,V3,V4,V5,V6
43.0,-0.07829822400380027,-0.07001466628650942,0.013396662157905284,-0.09688849826293137,-0.11172812305196694,-0.10703105749722258,-0.10198392435201994,-0.08769022048053417
44.0,-0.07667279807239404,-0.07051653106424548,0.01297817122994359,-0.09748590542390896,-0.1126884801234494,-0.10741945913302167,-0.10301649966822099,-0.08838002697720655
45.0,-0.07559779767603171,-0.07169552219245412,0.011965627047468523,-0.09822345849692166,-0.11351811586089838,-0.10819245469923197,-0.10416001926331231,-0.08919375753682918
46.0,-0.0765683779075619,-0.07423931714246496,0.011122183439240136,-0.09859601165685111,-0.11372023493744615,-0.10894112313059992,-0.10507658135385615,-0.08962531577845516
47.0,-0.08001382367945617,-0.07830192508373279,0.011152440587116166,-0.09826956130014738,-0.11300219449542456,-0.10916153070308779,-0.10546311506671775,-0.08932546658298104
48.0,-0.08478874948687058,-0.08313399259974753,0.012162585698992682,-0.09734026387211604,-0.11151413169944549,-0.10864791802597773,-0.10527327898027662,-0.08837408664640463
49.0,-0.08887877339335784,-0.08747188908019161,0.013638883881462673,-0.0962405690884078,-0.10977797148865096,-0.10768566040433608,-0.10475804679389446,-0.08721950704486447
50.0,-0.09077652558784982,-0.09039181721653781,0.01491225735184686,-0.09540172046311207,-0.10835007706442262,-0.10684505112855504,-0.10428795900608381,-0.08635909518787233
51.0,-0.09050615814249094,-0.09193583374715646,0.015703874339717268,-0.094954126502235,-0.1074715284008583,-0.10649993288158328,-0.10408829854984439,-0.08600632007058832
52.0,-0.089544833174414,-0.09297317625677373,0.016310312387929266,-0.09468528779421664,-0.10697887347445315,-0.10649411413936088,-0.104093433188158,-0.0859838838848629
53.0,-0.08966585377366916,-0.09437058681990708,0.0172745050326311,-0.09427986924836307,-0.10654391074556227,-0.10630761415482749,-0.1040465307639441,-0.085926553451456
54.0,-0.09153588322403282,-0.09614320025002655,0.018806101951654122,-0.09365181005768858,-0.10603087383822407,-0.10560738958525566,-0.10378313514886059,-0.08563965725761935
55.0,-0.09415092694688376,-0.09731512905304254,0.020453281667053805,-0.09307510550433266,-0.10564670663907963,-0.10464576494120065,-0.10346013518974875,-0.08530331682973336
56.0,-0.09557878584842083,-0.09663806370957911,0.02135269146846075,-0.09296548383559936,-0.10574345990611336,-0.10407414819692723,-0.10348690707440002,-0.08531288846039878
57.0,-0.0944239855115,-0.09359681549900732,0.02088734871832943,-0.09349077314115632,-0.10645924740793625,-0.10432386296720898,-0.10416195799027944,-0.08587101608407811
58.0,-0.09085529965990742,-0.08889373166918546,0.01919833247161517,-0.09437507558185144,-0.10753418538746648,-0.10517061869417128,-0.10532768061314829,-0.08670917982431205
59.0,-0.08643225607435599,-0.08402243965167999,0.017110450304709528,-0.09509396902744191,-0.10846541192553388,-0.10592816924095208,-0.1063929409805949,-0.08723719956635896
60.0,-0.08295632936307638,-0.08027181712214293,0.015543357869231956,-0.09529978493514758,-0.10886560353975949,-0.10608467151020601,-0.10675679760003301,-0.08703453554063073
61.0,-0.08130325963041633,-0.07796821126003445,0.014896708365079456,-0.0951169250258957,-0.10874347099920179,-0.10577049111767828,-0.10629314776864748,-0.08625905705482073
62.0,-0.08110821543294555,-0.07655444880273876,0.014874663224256462,-0.09506236864969042,-0.1085028879849165,-0.10563217534489609,-0.10547978088864528,-0.08559075855959866
63.0,-0.08142433018383616,-0.07536497232215059,0.014840598100884143,-0.09564137237974348,-0.10865083101318157,-0.10624387424069445,-0.10504221282154741,-0.08572355947542838
64.0,-0.08169590618671543,-0.07436374734069645,0.014400017442065214,-0.0969089166282113,-0.10940001705520427,-0.10757226852506455,-0.10538200087693653,-0.08680286280052922
65.0,-0.08218836327093323,-0.07420999668291628,0.013764486084244009,-0.09832600286420645,-0.11045901064049926,-0.10892831031734469,-0.1062451007644965,-0.08825303637841356
66.0,-0.08354580676286501,-0.0756501725700741,0.013618569954670154,-0.09905307272716064,-0.11121358300139483,-0.10942990083148198,-0.10690819521434437,-0.08914045292618268
67.0,-0.085957082326005,-0.07878939178548812,0.014577386324786399,-0.0985113046580269,-0.11120374644824438,-0.10861821662823187,-0.1067465396990565,-0.08881694433810935
68.0,-0.0887719541158887,-0.0828541957212677,0.016641484005698343,-0.09682258612073923,-0.11051444350763112,-0.10677880468987583,-0.10572918281227112,-0.08737617717039566
69.0,-0.0909602705312362,-0.08665203300938164,0.01908882403024724,-0.09479356669367665,-0.10972970004612576,-0.10474646288271208,-0.10444284001814766,-0.08559289833777954
70.0,-0.09198316477730435,-0.08938236156404832,0.02093260133821844,-0.09341654037773979,-0.10946474413944124,-0.10334203065186942,-0.10362697585072483,-0.0843970793075852
71.0,-0.09227305276423614,-0.09116178698719553,0.02162222314989474,-0.09321781901708197,-0.10985693101332786,-0.10284534594146838,-0.1035921927237785,-0.0842615016586338
72.0,-0.09290974989871925,-0.09282990534166216,0.02142992966309537,-0.09393262994534078,-0.11044019581454781,-0.10288097234583604,-0.10398941513009516,-0.08492202933854635
73.0,-0.0947605623846275,-0.09516193655518342,0.021187403901844613,-0.09476097812033488,-0.11051841828722983,-0.10278835718123817,-0.10411914781437427,-0.08560742967153914
74.0,-0.09772570289459151,-0.09808616467141845,0.0215772392831695,-0.09499310165701559,-0.10973880388017482,-0.10216937831492168,-0.10352232170826067,-0.08561369640354996
75.0,-0.10063357172336095,-0.10052127776462441,0.022582397861473563,-0.09447529059742044,-0.10837946294536399,-0.10116094019175871,-0.10235108225466528,-0.0848279555347726
76.0,-0.10191056626266218,-0.10101889675527473,0.02358161773286769,-0.09351658626046103,-0.10707886092765931,-0.10021995329407456,-0.10121434971014927,-0.08382314200343804
77.0,-0.10063593300834268,-0.09882173102244933,0.024025680021040878,-0.09233775215193356,-0.10620590745651148,-0.09963012200949502,-0.10066587675758325,-0.0834361352775595
78.0,-0.09728443500647993,-0.09457510533704848,0.024109142141486156,-0.09059249600342012,-0.10539855087395966,-0.0991593631834406,-0.10080134663376626,-0.08415549023036192
79.0,-0.09360263259017423,-0.09005649114276676,0.02483593564593882,-0.08740226716104563,-0.10365297203342586,-0.09813238944162221,-0.1012693241887928,-0.08582375262452455
80.0,-0.09161791907790642,-0.08699712429460435,0.027411599739508838,-0.08181220476084822,-0.09983845080133139,-0.09581022516393242,-0.10157941850448692,-0.0878726481807704
81.0,-0.09241427431881138,-0.08590386730408561,0.03250892426398025,-0.07317926246283621,-0.09315755264900805,-0.09172298604902088,-0.10136968238067898,-0.08981901510712288
82.0,-0.09558043765140109,-0.0859213640758313,0.04006828470483537,-0.0611497476287437,-0.08321938572390468,-0.08568964291946324,-0.10045667583531863,-0.09157002796494265
83.0,-0.09982021248225452,-0.08589832621718463,0.04978923233497811,-0.04534919571259221,-0.06983073474914689,-0.07758729083940329,-0.09876795033054496,-0.09335635653734797
84.0,-0.10425860831141762,-0.08569065333318364,0.0618041780773094,-0.025195213353091005,-0.052842870321799795,-0.06717918498050728,-0.09631322121980011,-0.09546400164373023
85.0,-0.10925734541136542,-0.08646018433238449,0.07679409767178272,-0.00014075422827080145,-0.03224472520140082,-0.05422908221611178,-0.0931928917373156,-0.09800969835748054
86.0,-0.11589238115931148,-0.08960775156895658,0.09525470241306112,0.029695447328917476,-0.0084248911915287,-0.038820951395830416,-0.08953737191549044,-0.10084093262489802
87.0,-0.1245156886760812,-0.0952164933018854,0.11645424278501511,0.06292037800721076,0.017601840089990967,-0.021596934199197528,-0.08536770046936927,-0.10351895219481745
88.0,-0.13380109833711198,-0.10137615731238372,0.13811088597894564,0.09684803905093652,0.04419298956863011,-0.0037090062116698665,-0.0805360475742388,-0.10539540829272248
89.0,-0.14128998219538963,-0.10506493636365404,0.15734184789178435,0.1283584083614327,0.06940289801640709,0.013480920617093124,-0.07489085102132621,-0.10585077347961594
90.0,-0.14504664467531084,-0.10395702985728583,0.17228205253749299,0.15524593585502217,0.09157320268105243,0.028795201398192017,-0.06854579144596322,-0.1046163767011752
91.0,-0.14500791915458588,-0.09775110402652212,0.18308589446542997,0.17718549486360685,0.10996382070221858,0.04163589410038175,-0.06191770185654294,-0.10190865270949714
92.0,-0.1429085864754766,-0.08808279889373236,0.19157372180777194,0.19572822665637857,0.1251409364321851,0.05231175446613649,-0.05539933056835173,-0.0982275472912677
93.0,-0.14087746597440187,-0.0773000115768858,0.1999404189911316,0.21347110257522423,0.13887016102772862,0.06207642644118942,-0.0489782952880021,-0.09402517769309651
94.0,-0.13977244271895287,-0.06711820370747565,0.2094591190551477,0.2328561915659414,0.15334769163851808,0.07261189351298257,-0.04221108933850256,-0.08952238329221945
95.0,-0.1383796870350385,-0.05788772475424871,0.21973862388776894,0.25487927545627626,0.1699020405054973,0.08505866538013825,-0.03455110906192285,-0.08465335232124398
96.0,-0.1339748513609791,-0.04859315984101714,0.22869224424878173,0.27811952088790604,0.18788997267682633,0.09924247965126969,-0.025644177145842155,-0.07897435815527025
97.0,-0.12393395213318453,-0.037515668738072765,0.2333769450944567,0.2990125049465404,0.2048604013086568,0.11384947389197585,-0.015294500381769067,-0.0716108868974238
98.0,-0.10739190744753938,-0.0233948228884275,0.23161978253832952,0.3139562929434713,0.218354291206768,0.12762901980435715,-0.0031906996887661743,-0.061480991597560666
99.0,-0.08575318959485809,-0.00639738161217847,0.22349782981330427,0.3220801191625392,0.22809937339582412,0.14068757204475255,0.011272094062325202,-0.047765208080741584
100.0,-0.06153675662606098,0.012120972539550922,0.21122865516187295,0.326062452418452,0.2364624108673907,0.1545961653927802,0.028852471242035452,-0.03020863036341172
101.0,-0.03626032443891797,0.03119707064264296,0.19699792260815105,0.3295999960689118,0.24632648750999672,0.1710432761152821,0.050177241289164544,-0.008842164088379399
102.0,-0.008845076844032311,0.051808751100838116,0.18023166071938163,0.33348427598053604,0.25821196990186723,0.19035556144761875,0.07576371693339715,0.016813817908051767
103.0,0.024271874417240977,0.07669096891568414,0.15684719714004752,0.33418171583481315,0.26961461642608603,0.21156956729786758,0.10651494952443627,0.04840827659573432
104.0,0.06719758303685996,0.10830008753247644,0.1217173126305653,0.32677774308354957,0.2775772136234798,0.23416570276634227,0.144133630368136,0.08847064856361093
105.0,0.12183801974820914,0.1467654627582635,0.0728023691351671,0.3097898455750167,0.28216987633438373,0.2596183293147017,0.1906071421184622,0.13897927881596775
106.0,0.18602574564791585,0.18988574003953163,0.013559182722233784,0.28700282372107216,0.2871972326042173,0.29072767919618925,0.24665410971556803,0.19964784103495933
107.0,0.2539616998847812,0.2353560939565635,-0.048804160439070966,0.2638296146276375,0.2967244446830388,0.32873359697973853,0.31026481870520706,0.26737633784892756
108.0,0.3191052987821791,0.2832258172931442,-0.10830086719609314,0.24099435827359866,0.3101185005005192,0.37067070621635956,0.3769042782141036,0.33768085044727236
109.0,0.377792806651144,0.33618498001688774,-0.1644225990243234,0.2114760190808997,0.3202676246247277,0.4097472294574394,0.4417746727547031,0.407315699774733
110.0,0.4308857117178647,0.39713061263935345,-0.22197027973136912,0.16410473759123217,0.3171550085502025,0.4390007979187397,0.50258462035261,0.4760852842581925
111.0,0.48199409993845693,0.465941192487349,-0.2863971724468856,0.09119827677499574,0.2942481148719913,0.4554906104353752,0.56056361558259,0.5463285138781777
112.0,0.5337560963459305,0.5381990228633808,-0.3585244845608035,-0.005894543430172615,0.2528369074576618,0.4618900199202742,0.6189618350119301,0.6205093729727023
113.0,0.5856021837423481,0.6069231814393322,-0.43305608473218776,-0.1173337538924005,0.20143928028294472,0.4647225675208736,0.6804919984402754,0.6989394883561312
114.0,0.6351610008398569,0.6657374562162062,-0.5019787870678506,-0.23017276928176417,0.15132307620790145,0.47101539283804783,0.7458177777029831,0.7793596338465463
115.0,0.6819169731889412,0.7108602755299236,-0.5598263101446398,-0.33406959496768346,0.1114894095685994,0.485626864310933,0.8138545902326882,0.8583480193768858
116.0,0.7292743831728703,0.7408710529534865,-0.606566730509263,-0.42387602636985205,0.08576862468271221,0.5101332890954761,0.8829072943031631,0.9330774486413487
117.0,0.7821862912701211,0.7555042213301191,-0.6461109453854331,-0.4989559349788903,0.07255988591525023,0.5427231404739711,0.9511065415635162,1.0018990044119322
118.0,0.8412211008605956,0.7551454659335469,-0.6817464926739817,-0.561074400795643,0.06637716907623209,0.5783564139060662,1.0154476240487642,1.0632494223263182
119.0,0.8974426109512409,0.7411961643476941,-0.7118820613582135,-0.6126246635515061,0.06006256155743795,0.6091282353504907,1.0701646510205185,1.113681094477985
120.0,0.9329988796785754,0.7162011446815489,-0.7294564267856342,-0.6561512127323357,0.046620261856443905,0.625311360366623,1.1061908514395444,1.1467702430518725
121.0,0.9289426620756244,0.6829194313453464,-0.7260177730104427,-0.6948846168504299,0.02032396560814035,0.6176226907191774,1.1132652518567174,1.1545010308796868
122.0,0.8763103971228101,0.6427745605953982,-0.6978391599861128,-0.7326062914040214,-0.02216260171993761,0.5807060562559985,1.0845205710085974,1.1310361930250403
123.0,0.7829324994472213,0.5951396837906617,-0.6493892544274377,-0.771544757425944,-0.08008520821743123,0.5164252026406316,1.0209899280423331,1.076603353238865
124.0,0.6704630515239975,0.5386647122289887,-0.5913258935148408,-0.8097281474137157,-0.1475276754159913,0.43436461491160605,0.9324912054167418,0.9985383083709375
125.0,0.5629874735484759,0.4740785414652768,-0.5346124743594983,-0.8412324723510034,-0.21520766060506835,0.34783743852688415,0.8332950548437669,0.9082453957274295
126.0,0.4747965204853614,0.4060446833974421,-0.485329438542529,-0.860928538501043,-0.2756349750453527,0.2668109417401445,0.7347759933642029,0.8157300841499586
127.0,0.40522361402387097,0.34195484342195537,-0.4435933376661505,-0.8706359383390642,-0.3286889518209866,0.19206474237468038,0.6398010702080676,0.7251633806172805
128.0,0.3429300423542593,0.28819885766015846,-0.4061383295855041,-0.8807288978539914,-0.38288256701933915,0.1149272993078272,0.542712005122724,0.6343242020352104
129.0,0.2755283616833049,0.24678586602329228,-0.3694388637029527,-0.9040165042795519,-0.4499466296203831,0.02353415913404563,0.43497893896042694,0.5381922101694638
130.0,0.19767572706099343,0.21476658684314043,-0.3309727624260865,-0.9456091094103697,-0.5357401239611879,-0.08815610248543666,0.312637978171059,0.43410729499318096
131.0,0.11297826612403683,0.18643626926357654,-0.2889407438510041,-0.9971072930248048,-0.6342426644075337,-0.2147454377790465,0.18037913912214676,0.32478664391253825
132.0,0.029988725062728365,0.15641922525455487,-0.24231768123198727,-1.0406398451849534,-0.7295399839497712,-0.34109267348298883,0.049731940229321064,0.21720849721081156
133.0,-0.043569595569352575,0.1217631467685248,-0.19197924925378093,-1.0599481792567598,-0.8044559672074193,-0.44992781212264055,-0.06681532973122362,0.11869381090885635
134.0,-0.10412077426309942,0.08233599125796252,-0.14148904273533558,-1.0496930874087855,-0.8494233757695091,-0.5300301657942398,-0.16140351471123646,0.033483310810611636
135.0,-0.1518700679708105,0.03988227791787655,-0.09579700296836659,-1.0161363869917335,-0.8655947165715623,-0.5799330545324707,-0.23279245527003847,-0.03791897082948414
136.0,-0.18852346435001438,-0.0034707313078977033,-0.05812204289841124,-0.9699252711587897,-0.8610757315341572,-0.6057713439538265,-0.2845241789134775,-0.09703350519060477
137.0,-0.2155307160121024,-0.04650572617609517,-0.027351010417113963,-0.9176198544247,-0.8441283090000075,-0.6158233820627159,-0.3215080153405633,-0.14544507687970423
138.0,-0.23390944081076695,-0.0894312634394151,0.0017844607084617319,-0.858420013359165,-0.8186279056142359,-0.6159128585080279,-0.34763367356722324,-0.18422619910352334
139.0,-0.2449865585534898,-0.13332419048699967,0.035500496106742496,-0.7876484683500451,-0.7844264793042827,-0.6083060762535477,-0.36541895879896313,-0.2145646373972435
140.0,-0.250743636527861,-0.1787920199153239,0.07672778449182248,-0.7033427397837463,-0.7410796987684573,-0.5936137903717289,-0.37680515148105226,-0.23828282520559718
141.0,-0.25322000273709316,-0.22483989049334974,0.12276290817769293,-0.6104962829859124,-0.6911595220584124,-0.5732275236636422,-0.38374112610509953,-0.2574939281684459
142.0,-0.25365741583766543,-0.26891666522991164,0.1664766133235406,-0.5198989422469172,-0.6404848559836748,-0.55019257766803,-0.3880488136328454,-0.27382259346560955
143.0,-0.2523399276710032,-0.3080711524848921,0.20010901122665425,-0.44285020960979476,-0.595428349580884,-0.5280801716263831,-0.3908600395037739,-0.2878940471165064
144.0,-0.24920075705816808,-0.340083370943098,0.21889934188856602,-0.38574781804351777,-0.5595304354293814,-0.5089199986459783,-0.3920858297444716,-0.2992411223433093
145.0,-0.24446417046502616,-0.36361989264780664,0.22248279837113982,-0.3479505829929805,-0.5318265356400124,-0.49188378208733907,-0.39034528763571247,-0.30650513698626664
146.0,-0.23874806948680669,-0.3776771985148873,0.21409958657427655,-0.3235602026995584,-0.5078982123839934,-0.4738787352588957,-0.3836593909100656,-0.3080168463798214
147.0,-0.23271177476320917,-0.3813560341357305,0.19892085368019713,-0.30526848096868625,-0.48276420290900796,-0.4517404591637998,-0.37072492851416033,-0.3027756279451769
148.0,-0.22666612558894972,-0.3745134925908207,0.18247918247359135,-0.2876527413637961,-0.45357185779319575,-0.4243842012533321,-0.35195372407195763,-0.29130536707459187
149.0,-0.2204315850428882,-0.35873278818405296,0.1693898572556766,-0.2683008534774915,-0.42042209379000395,-0.3932945507345502,-0.3294311738868364,-0.27564186489427395
150.0,-0.21347314863514522,-0.3375565013211084,0.16231873705093414,-0.24691238612991662,-0.3852166938194397,-0.361156377442283,-0.3057580557347647,-0.25831830439511577
151.0,-0.2051822741138241,-0.31548248793389444,0.16142505723561476,-0.2237500343657156,-0.34983070884850753,-0.32994025536841837,-0.28266639133612503,-0.24109059884910194
152.0,-0.19514470136858225,-0.2961870927282993,0.16458916244972394,-0.1988585157002492,-0.31510425680761955,-0.30001663667762773,-0.26044912756668054,-0.224364219490787
153.0,-0.18328479149750482,-0.2809944152398095,0.16836809590922722,-0.17253936802426717,-0.28117507733833064,-0.27080177704201447,-0.23851601773455872,-0.20764980321357476
154.0,-0.16984255278287902,-0.2685069289870147,0.16926768625452746,-0.14628405412757198,-0.2484447341498572,-0.2420802538089953,-0.21647153660906973,-0.19051851980720672
155.0,-0.15520831645831612,-0.25569953979513566,0.16491190315918133,-0.12273943402537119,-0.21800992545200593,-0.2146786284064128,-0.19477645827981968,-0.17322817179519853
156.0,-0.13975019449838372,-0.2399057840421628,0.15476750412162338,-0.10420207964505057,-0.19109855294688813,-0.18994402396690585,-0.17453794829147104,-0.15663751815680954
157.0,-0.12384237670203989,-0.2204862601542673,0.1401260994638425,-0.09088973554454836,-0.16818580902102528,-0.16869652753115627,-0.15677913591022316,-0.14168529904758564
158.0,-0.10814182547087511,-0.19911376117049814,0.12335456256310663,-0.08074412432372186,-0.14875788873193613,-0.15072834857443115,-0.1418883311056967,-0.12894527090828767
159.0,-0.09378340497898567,-0.178529259565931,0.10688277944432863,-0.07102874385204713,-0.1318745465532455,-0.13520079401065016,-0.12959820943839573,-0.11850419864994066
160.0,-0.0820259269291086,-0.16067203955850332,0.09244719554983,-0.060237874192195694,-0.11684233443232728,-0.12137724104332517,-0.11931187442343565,-0.11006828259073174
161.0,-0.07339898819555248,-0.14552787772779313,0.08076710031830846,-0.048744820390195356,-0.10339212737798356,-0.10899126150539033,-0.11043137185490992,-0.10312389304807196
162.0,-0.06715238068585681,-0.1315210415049752,0.07164120614004629,-0.03797583713827314,-0.09142562721137484,-0.09809332842927045,-0.10252745155287316,-0.09709604068111839
163.0,-0.06178362658600614,-0.11708790997232364,0.06444547864707903,-0.029089400898096335,-0.08075943670104935,-0.08869366106984519,-0.0953618285275954,-0.09151308032182003
164.0,-0.05636931843781178,-0.1021313179092541,0.058804463160076766,-0.02221315196153934,-0.07109443045429237,-0.08054005885424904,-0.08880728134682589,-0.0861269704926984
165.0,-0.05146042861628258,-0.08821460839459873,0.0549358578793566,-0.016584510215297894,-0.06212575608927031,-0.073160027689233,-0.08274020125159579,-0.08091202647078903
166.0,-0.04860769371791437,-0.07745076495362273,0.05334761454150666,-0.011258199403259062,-0.05366397263093012,-0.06612411532535437,-0.07703156805465895,-0.0759691861580433
167.0,-0.048905026588328224,-0.07104238124593985,0.05415880192327786,-0.005794594146470631,-0.04573379197103174,-0.059356727359358805,-0.07168377073596782,-0.07144976430320431
168.0,-0.05187286860867377,-0.06855344068069785,0.056676954685145185,-0.00047881627967736803,-0.03860743981908754,-0.05323975214879367,-0.06696102254020062,-0.06753716299192788
169.0,-0.05564726562336232,-0.0683258643471692,0.05961034893183476,0.004022969182658556,-0.03268939710576073,-0.04836412070152499,-0.06329941504597289,-0.06440960107690911
